Type                                  Module                      Label             Process   
double                                "fixedGridRhoFastjetAll"    ""                "RECO"    
double                                "fixedGridRhoFastjetAllCalo"   ""                "RECO"    
double                                "fixedGridRhoFastjetAllTmp"   ""                "RECO"    
double                                "fixedGridRhoFastjetCentral"   ""                "RECO"    
double                                "fixedGridRhoFastjetCentralCalo"   ""                "RECO"    
double                                "fixedGridRhoFastjetCentralChargedPileUp"   ""                "RECO"    
double                                "fixedGridRhoFastjetCentralNeutral"   ""                "RECO"    
double                                "ak4PFL1Calo"               "rho"             "RECO"    
double                                "ak4PFL1PF"                 "rho"             "RECO"    
double                                "ak4PFL1Puppi"              "rho"             "RECO"    
double                                "ak4PFL1Calo"               "sigma"           "RECO"    
double                                "ak4PFL1PF"                 "sigma"           "RECO"    
double                                "ak4PFL1Puppi"              "sigma"           "RECO"    
edm::Association<vector<reco::DeDxHitInfo> >    "isolatedTracks"            ""                "RECO"    
edm::OwnVector<reco::BaseTagInfo,edm::ClonePolicy<reco::BaseTagInfo> >    "slimmedJets"               "tagInfos"        "RECO"    
edm::RangeMap<CSCDetId,edm::OwnVector<CSCSegment,edm::ClonePolicy<CSCSegment> >,edm::ClonePolicy<CSCSegment> >    "slimmedMuons"              ""                "RECO"    
edm::RangeMap<DTChamberId,edm::OwnVector<DTRecSegment4D,edm::ClonePolicy<DTRecSegment4D> >,edm::ClonePolicy<DTRecSegment4D> >    "slimmedMuons"              ""                "RECO"    
edm::RangeMap<ME0DetId,edm::OwnVector<ME0RecHit,edm::ClonePolicy<ME0RecHit> >,edm::ClonePolicy<ME0RecHit> >    "me0RecHitsCoarse"          ""                "RECO"    
edm::RangeMap<ME0DetId,edm::OwnVector<ME0Segment,edm::ClonePolicy<ME0Segment> >,edm::ClonePolicy<ME0Segment> >    "me0TriggerPseudoDigis"     ""                "RECO"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEgamma"             "reducedEBRecHits"   "RECO"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEgamma"             "reducedEERecHits"   "RECO"    
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "reducedEgamma"             "reducedHBHEHits"   "RECO"    
edm::TriggerResults                   "TriggerResults"            ""                "RECO"    
edm::ValueMap<float>                  "offlineSlimmedPrimaryVertices"   ""                "RECO"    
edmNew::DetSetVector<TTCluster<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTStubsFromPhase2TrackerDigis"   "ClusterAccepted"   "RECO"    
edmNew::DetSetVector<TTStub<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTStubsFromPhase2TrackerDigis"   "StubAccepted"    "RECO"    
edmNew::DetSetVector<TTStub<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTStubsFromPhase2TrackerDigis"   "StubRejected"    "RECO"    
float                                 "l1pfProducerBarrel"        "z0"              "RECO"    
float                                 "l1pfProducerHF"            "z0"              "RECO"    
float                                 "l1pfProducerHGCal"         "z0"              "RECO"    
float                                 "l1pfProducerHGCalNoTK"     "z0"              "RECO"    
pat::PackedTriggerPrescales           "patTrigger"                ""                "RECO"    
pat::PackedTriggerPrescales           "patTrigger"                "l1max"           "RECO"    
pat::PackedTriggerPrescales           "patTrigger"                "l1min"           "RECO"    
reco::BeamHaloSummary                 "BeamHaloSummary"           ""                "RECO"    
reco::BeamSpot                        "offlineBeamSpot"           ""                "RECO"    
reco::CSCHaloData                     "CSCHaloData"               ""                "RECO"    
reco::JetFlavourInfoMatchingCollection   "slimmedGenJetsFlavourInfos"   ""                "RECO"    
pair<int,vector<L1CSCSPStatusDigi> >    "csctfDigis"                ""                "RECO"    
vector<CTPPSLocalTrackLite>           "ctppsLocalTrackLiteProducer"   ""                "RECO"    
vector<L1CaloEmCand>                  "gctDigis"                  ""                "RECO"    
vector<L1CaloRegion>                  "gctDigis"                  ""                "RECO"    
vector<L1CaloRegion>                  "simCaloStage2Layer1Digis"   ""                "RECO"    
vector<L1GctEmCand>                   "gctDigis"                  "isoEm"           "RECO"    
vector<L1GctEmCand>                   "gctDigis"                  "nonIsoEm"        "RECO"    
vector<L1GctEtHad>                    "gctDigis"                  ""                "RECO"    
vector<L1GctEtMiss>                   "gctDigis"                  ""                "RECO"    
vector<L1GctEtTotal>                  "gctDigis"                  ""                "RECO"    
vector<L1GctFibreWord>                "gctDigis"                  ""                "RECO"    
vector<L1GctHFBitCounts>              "gctDigis"                  ""                "RECO"    
vector<L1GctHFRingEtSums>             "gctDigis"                  ""                "RECO"    
vector<L1GctHtMiss>                   "gctDigis"                  ""                "RECO"    
vector<L1GctInternEmCand>             "gctDigis"                  ""                "RECO"    
vector<L1GctInternEtSum>              "gctDigis"                  ""                "RECO"    
vector<L1GctInternHFData>             "gctDigis"                  ""                "RECO"    
vector<L1GctInternHtMiss>             "gctDigis"                  ""                "RECO"    
vector<L1GctInternJetData>            "gctDigis"                  ""                "RECO"    
vector<L1GctJetCand>                  "gctDigis"                  "cenJets"         "RECO"    
vector<L1GctJetCand>                  "gctDigis"                  "forJets"         "RECO"    
vector<L1GctJetCand>                  "gctDigis"                  "tauJets"         "RECO"    
vector<L1GctJetCounts>                "gctDigis"                  ""                "RECO"    
vector<L1MuBMTrack>                   "simBmtfDigis"              "BMTF"            "RECO"    
vector<L1MuBMTrackSegEta>             "simBmtfDigis"              "BMTF"            "RECO"    
vector<L1MuBMTrackSegPhi>             "simBmtfDigis"              "BMTF"            "RECO"    
vector<L1MuGMTCand>                   "gtDigis"                   ""                "RECO"    
vector<L1MuRegionalCand>              "gtDigis"                   "CSC"             "RECO"    
vector<L1MuRegionalCand>              "gtDigis"                   "DT"              "RECO"    
vector<L1MuRegionalCand>              "gtDigis"                   "RPCb"            "RECO"    
vector<L1MuRegionalCand>              "gtDigis"                   "RPCf"            "RECO"    
vector<L1TriggerError>                "gctDigis"                  ""                "RECO"    
vector<LumiScalers>                   "scalersRawToDigi"          ""                "RECO"    
vector<PileupSummaryInfo>             "slimmedAddPileupInfo"      ""                "RECO"    
vector<TTTrack<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTTracksFromExtendedTrackletEmulation"   "Level1TTTracks"   "RECO"    
vector<TTTrack<edm::Ref<edm::DetSetVector<Phase2TrackerDigi>,Phase2TrackerDigi,edm::refhelper::FindForDetSetVector<Phase2TrackerDigi> > > >    "TTTracksFromTrackletEmulation"   "Level1TTTracks"   "RECO"    
vector<double>                        "ak4PFL1Calo"               "rhos"            "RECO"    
vector<double>                        "ak4PFL1PF"                 "rhos"            "RECO"    
vector<double>                        "ak4PFL1Puppi"              "rhos"            "RECO"    
vector<double>                        "ak4PFL1Calo"               "sigmas"          "RECO"    
vector<double>                        "ak4PFL1PF"                 "sigmas"          "RECO"    
vector<double>                        "ak4PFL1Puppi"              "sigmas"          "RECO"    
vector<float>                         "generalTracks"             "MVAValues"       "RECO"    
vector<l1t::EMTFHit>                  "simEmtfDigis"              ""                "RECO"    
vector<l1t::EMTFTrack>                "simEmtfDigis"              ""                "RECO"    
vector<l1t::PFCandidate>              "l1pfCandidates"            "Calo"            "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerBarrel"        "Calo"            "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHF"            "Calo"            "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCal"         "Calo"            "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCalNoTK"     "Calo"            "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerBarrel"        "EmCalo"          "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHF"            "EmCalo"          "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCal"         "EmCalo"          "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCalNoTK"     "EmCalo"          "RECO"    
vector<l1t::PFCandidate>              "l1pfCandidates"            "PF"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerBarrel"        "PF"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHF"            "PF"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCal"         "PF"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCalNoTK"     "PF"              "RECO"    
vector<l1t::PFCandidate>              "l1pfCandidates"            "Puppi"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerBarrel"        "Puppi"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHF"            "Puppi"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCal"         "Puppi"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCalNoTK"     "Puppi"           "RECO"    
vector<l1t::PFCandidate>              "l1pfCandidates"            "TK"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerBarrel"        "TK"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHF"            "TK"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCal"         "TK"              "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCalNoTK"     "TK"              "RECO"    
vector<l1t::PFCandidate>              "l1pfCandidates"            "TKVtx"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerBarrel"        "TKVtx"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHF"            "TKVtx"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCal"         "TKVtx"           "RECO"    
vector<l1t::PFCandidate>              "l1pfProducerHGCalNoTK"     "TKVtx"           "RECO"    
vector<l1t::PFCluster>                "pfClustersFromHGC3DClusters"   ""                "RECO"    
vector<l1t::PFCluster>                "pfClustersFromL1EGClusters"   ""                "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "calibrated"      "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "calibrated"      "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "ecalCells"       "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "ecalCells"       "RECO"    
vector<l1t::PFCluster>                "pfClustersFromHGC3DClusters"   "em"              "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "emCalibrated"    "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "emCalibrated"    "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "emUncalibrated"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "emUncalibrated"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromHGC3DClusters"   "had"             "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "hcalCalibrated"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "hcalCalibrated"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "hcalCells"       "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "hcalCells"       "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "hcalUncalibrated"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "hcalUncalibrated"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "hcalUnclustered"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "hcalUnclustered"   "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHCal"   "uncalibrated"    "RECO"    
vector<l1t::PFCluster>                "pfClustersFromCombinedCaloHF"   "uncalibrated"    "RECO"    
vector<l1t::PFJet>                    "ak4PFL1CaloCorrected"      ""                "RECO"    
vector<l1t::PFJet>                    "ak4PFL1PFCorrected"        ""                "RECO"    
vector<l1t::PFJet>                    "ak4PFL1PuppiCorrected"     ""                "RECO"    
vector<l1t::PFTrack>                  "pfTracksFromL1TracksBarrel"   ""                "RECO"    
vector<l1t::PFTrack>                  "pfTracksFromL1TracksHGCal"   ""                "RECO"    
vector<l1t::TkElectron>               "L1TkElectronsCrystal"      "EG"              "RECO"    
vector<l1t::TkElectron>               "L1TkElectronsEllipticMatchCrystal"   "EG"              "RECO"    
vector<l1t::TkElectron>               "L1TkElectronsEllipticMatchHGC"   "EG"              "RECO"    
vector<l1t::TkElectron>               "L1TkElectronsHGC"          "EG"              "RECO"    
vector<l1t::TkElectron>               "L1TkElectronsLooseCrystal"   "EG"              "RECO"    
vector<l1t::TkElectron>               "L1TkIsoElectronsCrystal"   "EG"              "RECO"    
vector<l1t::TkElectron>               "L1TkIsoElectronsHGC"       "EG"              "RECO"    
vector<l1t::TkEm>                     "L1TkPhotonsCrystal"        "EG"              "RECO"    
vector<l1t::TkEm>                     "L1TkPhotonsHGC"            "EG"              "RECO"    
vector<l1t::TkMuon>                   "L1TkMuons"                 ""                "RECO"    
vector<l1t::TkPrimaryVertex>          "L1TkPrimaryVertex"         ""                "RECO"    
vector<l1tp2::CaloCrystalCluster>     "L1EGammaClusterEmuProducer"   ""                "RECO"    
vector<l1tp2::CaloTower>              "L1EGammaClusterEmuProducer"   ""                "RECO"    
vector<pat::CompositeCandidate>       "oniaPhotonCandidates"      "conversions"     "RECO"    
vector<pat::Electron>                 "slimmedElectrons"          ""                "RECO"    
vector<pat::Electron>                 "slimmedElectronsFromMultiCl"   ""                "RECO"    
vector<pat::IsolatedTrack>            "isolatedTracks"            ""                "RECO"    
vector<pat::Jet>                      "slimmedJets"               ""                "RECO"    
vector<pat::Jet>                      "slimmedJetsAK8"            ""                "RECO"    
vector<pat::Jet>                      "slimmedJetsPuppi"          ""                "RECO"    
vector<pat::Jet>                      "slimmedJetsAK8PFPuppiSoftDropPacked"   "SubJets"         "RECO"    
vector<pat::MET>                      "slimmedMETs"               ""                "RECO"    
vector<pat::MET>                      "slimmedMETsNoHF"           ""                "RECO"    
vector<pat::MET>                      "slimmedMETsPuppi"          ""                "RECO"    
vector<pat::Muon>                     "slimmedMuons"              ""                "RECO"    
vector<pat::PackedCandidate>          "lostTracks"                ""                "RECO"    
vector<pat::PackedCandidate>          "packedPFCandidates"        ""                "RECO"    
vector<pat::PackedCandidate>          "lostTracks"                "eleTracks"       "RECO"    
vector<pat::PackedGenParticle>        "packedGenParticles"        ""                "RECO"    
vector<pat::Photon>                   "slimmedOOTPhotons"         ""                "RECO"    
vector<pat::Photon>                   "slimmedPhotons"            ""                "RECO"    
vector<pat::Photon>                   "slimmedPhotonsFromMultiCl"   ""                "RECO"    
vector<pat::Tau>                      "slimmedTaus"               ""                "RECO"    
vector<pat::Tau>                      "slimmedTausBoosted"        ""                "RECO"    
vector<pat::TriggerObjectStandAlone>    "slimmedPatTrigger"         ""                "RECO"    
vector<reco::CaloCluster>             "reducedEgamma"             "reducedEBEEClusters"   "RECO"    
vector<reco::CaloCluster>             "reducedEgamma"             "reducedESClusters"   "RECO"    
vector<reco::CaloCluster>             "reducedEgamma"             "reducedOOTEBEEClusters"   "RECO"    
vector<reco::CaloCluster>             "reducedEgamma"             "reducedOOTESClusters"   "RECO"    
vector<reco::CaloJet>                 "slimmedCaloJets"           ""                "RECO"    
vector<reco::Conversion>              "reducedEgamma"             "reducedConversions"   "RECO"    
vector<reco::Conversion>              "reducedEgamma"             "reducedSingleLegConversions"   "RECO"    
vector<reco::DeDxHitInfo>             "isolatedTracks"            ""                "RECO"    
vector<reco::ForwardProton>           "ctppsProtons"              "multiRP"         "RECO"    
vector<reco::ForwardProton>           "ctppsProtons"              "singleRP"        "RECO"    
vector<reco::GenJet>                  "slimmedGenJets"            ""                "RECO"    
vector<reco::GenJet>                  "slimmedGenJetsAK8"         ""                "RECO"    
vector<reco::GenJet>                  "slimmedGenJetsAK8SoftDropSubJets"   ""                "RECO"    
vector<reco::GenParticle>             "prunedGenParticles"        ""                "RECO"    
vector<reco::GsfElectronCore>         "reducedEgamma"             "reducedGedGsfElectronCores"   "RECO"    
vector<reco::GsfTrack>                "reducedEgamma"             "reducedGsfTracks"   "RECO"    
vector<reco::PFJet>                   "ak4PFL1Calo"               ""                "RECO"    
vector<reco::PFJet>                   "ak4PFL1PF"                 ""                "RECO"    
vector<reco::PFJet>                   "ak4PFL1Puppi"              ""                "RECO"    
vector<reco::PFMET>                   "l1PFMetCalo"               ""                "RECO"    
vector<reco::PFMET>                   "l1PFMetPF"                 ""                "RECO"    
vector<reco::PFMET>                   "l1PFMetPuppi"              ""                "RECO"    
vector<reco::PhotonCore>              "reducedEgamma"             "reducedGedPhotonCores"   "RECO"    
vector<reco::PhotonCore>              "reducedEgamma"             "reducedOOTPhotonCores"   "RECO"    
vector<reco::SuperCluster>            "reducedEgamma"             "reducedOOTSuperClusters"   "RECO"    
vector<reco::SuperCluster>            "reducedEgamma"             "reducedSuperClusters"   "RECO"    
vector<reco::Track>                   "displacedStandAloneMuons"   ""                "RECO"    
vector<reco::Track>                   "generalTracks"             ""                "RECO"    
vector<reco::Vertex>                  "offlineSlimmedPrimaryVertices"   ""                "RECO"    
vector<reco::Vertex>                  "offlineSlimmedPrimaryVertices4D"   ""                "RECO"    
vector<reco::VertexCompositePtrCandidate>    "slimmedKshortVertices"     ""                "RECO"    
vector<reco::VertexCompositePtrCandidate>    "slimmedLambdaVertices"     ""                "RECO"    
vector<reco::VertexCompositePtrCandidate>    "slimmedSecondaryVertices"   ""                "RECO"    
vector<string>                        "slimmedPatTrigger"         "filterLabels"    "RECO"    
vector<pair<csc::L1Track,MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi> > >    "csctfDigis"                ""                "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1Calo"      "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1Calo"      "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1Calo"      "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1Calo"      "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1EmCalo"    "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1EmCalo"    "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1EmCalo"    "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1EmCalo"    "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1Mu"        "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1Mu"        "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1Mu"        "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1Mu"        "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PF"        "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PF"        "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PF"        "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PF"        "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PFCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PFCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PFCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PFCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PFChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PFChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PFChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PFChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PFElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PFElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PFElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PFElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PFMuon"    "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PFMuon"    "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PFMuon"    "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PFMuon"    "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PFNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PFNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PFNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PFNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PFNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PFNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PFNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PFNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PFPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PFPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PFPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PFPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1Puppi"     "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1Puppi"     "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1Puppi"     "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1Puppi"     "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PuppiCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PuppiCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PuppiCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PuppiCharged"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PuppiChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PuppiChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PuppiChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PuppiChargedHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PuppiElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PuppiElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PuppiElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PuppiElectron"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PuppiMuon"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PuppiMuon"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PuppiMuon"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PuppiMuon"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PuppiNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PuppiNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PuppiNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PuppiNeutral"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PuppiNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PuppiNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PuppiNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PuppiNeutralHadron"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1PuppiPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1PuppiPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1PuppiPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1PuppiPhoton"   "RECO"    
vector<unsigned int>                  "l1pfProducerBarrel"        "vecNL1TK"        "RECO"    
vector<unsigned int>                  "l1pfProducerHF"            "vecNL1TK"        "RECO"    
vector<unsigned int>                  "l1pfProducerHGCal"         "vecNL1TK"        "RECO"    
vector<unsigned int>                  "l1pfProducerHGCalNoTK"     "vecNL1TK"        "RECO"    
unsigned int                          "bunchSpacingProducer"      ""                "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1Calo"      "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1Calo"      "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1Calo"      "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1Calo"      "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1EmCalo"    "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1EmCalo"    "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1EmCalo"    "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1EmCalo"    "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1Mu"        "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1Mu"        "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1Mu"        "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1Mu"        "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1PF"        "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1PF"        "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1PF"        "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1PF"        "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1PFCharged"   "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1PFCharged"   "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1PFCharged"   "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1PFCharged"   "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1PFChargedHadron"   "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1PFChargedHadron"   "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1PFChargedHadron"   "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1PFChargedHadron"   "RECO"    
unsigned int                          "l1pfProducerBarrel"        "maxNL1PFElectron"   "RECO"    
unsigned int                          "l1pfProducerHF"            "maxNL1PFElectron"   "RECO"    
unsigned int                          "l1pfProducerHGCal"         "maxNL1PFElectron"   "RECO"    
unsigned int                          "l1pfProducerHGCalNoTK"     "maxNL1PFElectron"   "RECO"    
