Type                                  Module                      Label             Process   
BXVector<l1t::Muon>                   "gmtStage2Digis"            "MuonCopy1"       "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "MuonCopy2"       "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "MuonCopy3"       "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "MuonCopy4"       "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "MuonCopy5"       "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsBMTF"    "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsEMTFNeg"   "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsEMTFPos"   "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsOMTFNeg"   "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsOMTFPos"   "Demo"    
BXVector<l1t::RegionalMuonCand>       "emtfStage2Digis"           ""                "Demo"    
BXVector<l1t::RegionalMuonCand>       "omtfStage2Digis"           ""                "Demo"    
BXVector<l1t::RegionalMuonCand>       "bmtfDigis"                 "BMTF"            "Demo"    
BXVector<l1t::RegionalMuonCand>       "gmtStage2Digis"            "BMTF"            "Demo"    
BXVector<l1t::RegionalMuonCand>       "bmtfDigis"                 "BMTF2"           "Demo"    
BXVector<l1t::RegionalMuonCand>       "gmtStage2Digis"            "EMTF"            "Demo"    
BXVector<l1t::RegionalMuonCand>       "gmtStage2Digis"            "OMTF"            "Demo"    
BXVector<l1t::Tau>                    "caloStage2Digis"           "MP"              "Demo"    
BXVector<l1t::Tau>                    "caloStage2Digis"           "Tau"             "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau"             "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau2"            "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau3"            "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau4"            "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau5"            "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau6"            "Demo"    
BXVector<l1t::Tau>                    "caloStage1Digis"           "isoTaus"         "Demo"    
BXVector<l1t::Tau>                    "caloStage1FinalDigis"      "isoTaus"         "Demo"    
BXVector<l1t::Tau>                    "caloStage1Digis"           "rlxTaus"         "Demo"    
BXVector<l1t::Tau>                    "caloStage1FinalDigis"      "rlxTaus"         "Demo"    
CSCTriggerContainer<csctf::TrackStub>    "csctfDigis"                "DT"              "Demo"    
CTPPSRecord                           "onlineMetaDataDigis"       ""                "Demo"    
ClusterSummary                        "clusterSummaryProducer"    ""                "Demo"    
ClusterTPAssociation                  "tpClusterProducer"         ""                "Demo"    
DCSRecord                             "onlineMetaDataDigis"       ""                "Demo"    
EBDigiCollection                      "ecalDigis"                 "ebDigis"         "Demo"    
EEDigiCollection                      "ecalDigis"                 "eeDigis"         "Demo"    
ESDigiCollection                      "ecalPreshowerDigis"        ""                "Demo"    
EcalTrigPrimCompactColl               "ecalCompactTrigPrim"       ""                "Demo"    
HcalDataFrameContainer<QIE10DataFrame>    "hcalDigis"                 ""                "Demo"    
HcalDataFrameContainer<QIE10DataFrame>    "hcalDigis"                 "LASERMON"        "Demo"    
HcalDataFrameContainer<QIE10DataFrame>    "hcalDigis"                 "ZDC"             "Demo"    
HcalDataFrameContainer<QIE11DataFrame>    "hcalDigis"                 ""                "Demo"    
HcalUMNioDigi                         "hcalDigis"                 ""                "Demo"    
HcalUnpackerReport                    "hcalDigis"                 ""                "Demo"    
L1GlobalTriggerReadoutRecord          "gtDigis"                   ""                "Demo"    
L1MuDTChambPhContainer                "bmtfDigis"                 ""                "Demo"    
L1MuDTChambPhContainer                "dttfDigis"                 ""                "Demo"    
L1MuDTChambPhContainer                "omtfStage2Digis"           ""                "Demo"    
L1MuDTChambPhContainer                "twinMuxStage2Digis"        "PhIn"            "Demo"    
L1MuDTChambPhContainer                "twinMuxStage2Digis"        "PhOut"           "Demo"    
L1MuDTChambThContainer                "bmtfDigis"                 ""                "Demo"    
L1MuDTChambThContainer                "dttfDigis"                 ""                "Demo"    
L1MuDTChambThContainer                "omtfStage2Digis"           ""                "Demo"    
L1MuDTChambThContainer                "twinMuxStage2Digis"        "ThIn"            "Demo"    
L1MuDTTrackContainer                  "dttfDigis"                 "DATA"            "Demo"    
L1MuGMTReadoutCollection              "gtDigis"                   ""                "Demo"    
MuonDigiCollection<CSCDetId,CSCALCTDigi>    "muonCSCDigis"              "MuonCSCALCTDigi"   "Demo"    
MuonDigiCollection<CSCDetId,CSCCLCTDigi>    "muonCSCDigis"              "MuonCSCCLCTDigi"   "Demo"    
MuonDigiCollection<CSCDetId,CSCComparatorDigi>    "muonCSCDigis"              "MuonCSCComparatorDigi"   "Demo"    
MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi>    "csctfDigis"                ""                "Demo"    
MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi>    "emtfStage2Digis"           ""                "Demo"    
MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi>    "omtfStage2Digis"           ""                "Demo"    
MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi>    "muonCSCDigis"              "MuonCSCCorrelatedLCTDigi"   "Demo"    
MuonDigiCollection<CSCDetId,CSCDCCFormatStatusDigi>    "muonCSCDigis"              "MuonCSCDCCFormatStatusDigi"   "Demo"    
MuonDigiCollection<CSCDetId,CSCRPCDigi>    "muonCSCDigis"              "MuonCSCRPCDigi"   "Demo"    
MuonDigiCollection<CSCDetId,CSCStripDigi>    "muonCSCDigis"              "MuonCSCStripDigi"   "Demo"    
MuonDigiCollection<CSCDetId,CSCWireDigi>    "muonCSCDigis"              "MuonCSCWireDigi"   "Demo"    
MuonDigiCollection<DTLayerId,DTDigi>    "muonDTDigis"               ""                "Demo"    
MuonDigiCollection<GEMDetId,GEMDigi>    "muonGEMDigis"              ""                "Demo"    
MuonDigiCollection<RPCDetId,RPCDigi>    "muonRPCDigis"              ""                "Demo"    
MuonDigiCollection<RPCDetId,RPCDigi>    "omtfStage2Digis"           ""                "Demo"    
MuonDigiCollection<RPCDetId,RPCDigi>    "rpcCPPFRawToDigi"          ""                "Demo"    
MuonDigiCollection<RPCDetId,RPCDigi>    "rpcTwinMuxRawToDigi"       ""                "Demo"    
OnlineLuminosityRecord                "onlineMetaDataDigis"       ""                "Demo"    
RPCAMCLinkCounters                    "rpcCPPFRawToDigi"          ""                "Demo"    
RPCAMCLinkCounters                    "rpcTwinMuxRawToDigi"       ""                "Demo"    
RPCAMCLinkCounters                    "rpcCPPFRawToDigi"          "RPCAMCUnpacker"   "Demo"    
RPCRawDataCounts                      "muonRPCDigis"              ""                "Demo"    
SiStripEventSummary                   "siStripDigis"              ""                "Demo"    
TCDSRecord                            "tcdsDigis"                 "tcdsRecord"      "Demo"    
TICLLayerTiles                        "ticlLayerTileProducer"     ""                "Demo"    
TotemTriggerCounters                  "totemTriggerRawToDigi"     ""                "Demo"    
bool                                  "trackerClusterCheck"       ""                "Demo"    
double                                "ak4CaloJetsForTrk"         "rho"             "Demo"    
double                                "ak4CaloJetsForTrk"         "sigma"           "Demo"    
edm::Association<vector<reco::DeDxHitInfo> >    "dedxHitInfo"               ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "firstStepPrimaryVertices"   ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices"    ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices4D"   ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices4DWithBS"   ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices4DnoPID"   ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices4DnoPIDWithBS"   ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVerticesWithBS"   ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<Trajectory>,vector<reco::GsfTrack>,unsigned short> >    "electronGsfTracks"         ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<Trajectory>,vector<reco::GsfTrack>,unsigned short> >    "electronGsfTracksFromMultiCl"   ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<Trajectory>,vector<reco::GsfTrack>,unsigned short> >    "electronGsfTracksFromTICL"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "convClusters"              ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "detachedQuadStepClusters"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "highPtTripletStepClusters"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "highPtTripletStepSeedClusterMask"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "initialStepSeedClusterMask"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "lowPtQuadStepClusters"     ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "lowPtTripletStepClusters"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "pixelPairStepClusters"     ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<Phase2TrackerCluster1D> >    "pixelPairStepSeedClusterMask"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "convClusters"              ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "detachedQuadStepClusters"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "highPtTripletStepClusters"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "highPtTripletStepSeedClusterMask"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "initialStepSeedClusterMask"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "lowPtQuadStepClusters"     ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "lowPtTripletStepClusters"   ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "pixelPairStepClusters"     ""                "Demo"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "pixelPairStepSeedClusterMask"   ""                "Demo"    
edm::DetSetVector<CTPPSDiamondDigi>    "ctppsDiamondRawToDigi"     "TimingDiamond"   "Demo"    
edm::DetSetVector<CTPPSDiamondLocalTrack>    "ctppsDiamondLocalTracks"   ""                "Demo"    
edm::DetSetVector<CTPPSDiamondRecHit>    "ctppsDiamondRecHits"       ""                "Demo"    
edm::DetSetVector<CTPPSPixelCluster>    "ctppsPixelClusters"        ""                "Demo"    
edm::DetSetVector<CTPPSPixelDataError>    "ctppsPixelDigis"           ""                "Demo"    
edm::DetSetVector<CTPPSPixelDigi>     "ctppsPixelDigis"           ""                "Demo"    
edm::DetSetVector<CTPPSPixelLocalTrack>    "ctppsPixelLocalTracks"     ""                "Demo"    
edm::DetSetVector<CTPPSPixelRecHit>    "ctppsPixelRecHits"         ""                "Demo"    
edm::DetSetVector<SiStripDigi>        "siStripDigis"              "ZeroSuppressed"   "Demo"    
edm::DetSetVector<SiStripRawDigi>     "siStripDigis"              "ProcessedRaw"    "Demo"    
edm::DetSetVector<SiStripRawDigi>     "siStripDigis"              "ScopeMode"       "Demo"    
edm::DetSetVector<SiStripRawDigi>     "siStripDigis"              "VirginRaw"       "Demo"    
edm::DetSetVector<TotemRPCluster>     "totemRPClusterProducer"    ""                "Demo"    
edm::DetSetVector<TotemRPDigi>        "totemRPRawToDigi"          "TrackingStrip"   "Demo"    
edm::DetSetVector<TotemRPLocalTrack>    "totemRPLocalTrackFitter"   ""                "Demo"    
edm::DetSetVector<TotemRPRecHit>      "totemRPRecHitProducer"     ""                "Demo"    
edm::DetSetVector<TotemRPUVPattern>    "totemRPUVPatternFinder"    ""                "Demo"    
edm::DetSetVector<TotemTimingDigi>    "totemTimingRawToDigi"      "TotemTiming"     "Demo"    
edm::DetSetVector<TotemTimingLocalTrack>    "totemTimingLocalTracks"    ""                "Demo"    
edm::DetSetVector<TotemTimingRecHit>    "totemTimingRecHits"        ""                "Demo"    
edm::DetSetVector<TotemVFATStatus>    "ctppsDiamondRawToDigi"     "TimingDiamond"   "Demo"    
edm::DetSetVector<TotemVFATStatus>    "totemTimingRawToDigi"      "TotemTiming"     "Demo"    
edm::DetSetVector<TotemVFATStatus>    "totemRPRawToDigi"          "TrackingStrip"   "Demo"    
edm::EDCollection<DetId>              "siStripDigis"              ""                "Demo"    
edm::EDCollection<EBDetId>            "ecalDigis"                 "EcalIntegrityChIdErrors"   "Demo"    
edm::EDCollection<EBDetId>            "ecalDigis"                 "EcalIntegrityGainErrors"   "Demo"    
edm::EDCollection<EBDetId>            "ecalDigis"                 "EcalIntegrityGainSwitchErrors"   "Demo"    
edm::EDCollection<EEDetId>            "ecalDigis"                 "EcalIntegrityChIdErrors"   "Demo"    
edm::EDCollection<EEDetId>            "ecalDigis"                 "EcalIntegrityGainErrors"   "Demo"    
edm::EDCollection<EEDetId>            "ecalDigis"                 "EcalIntegrityGainSwitchErrors"   "Demo"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityBlockSizeErrors"   "Demo"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemBlockSizeErrors"   "Demo"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemChIdErrors"   "Demo"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemGainErrors"   "Demo"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemTtIdErrors"   "Demo"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityTTIdErrors"   "Demo"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityZSXtalIdErrors"   "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "ckfInOutTracksFromConversions"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "ckfOutInTracksFromConversions"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "convStepTracks"            ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "conversionStepTracks"      ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "detachedQuadStepTracks"    ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "earlyGeneralTracks"        ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "electronGsfTracks"         ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "electronGsfTracksFromMultiCl"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "electronGsfTracksFromTICL"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "generalTracks"             ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "highPtTripletStepTracks"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "initialStepTracks"         ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "lowPtQuadStepTracks"       ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "lowPtTripletStepTracks"    ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "mergedDuplicateTracks"     ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "pixelPairStepTracks"       ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "preDuplicateMergingGeneralTracks"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "trackExtenderWithMTD"      ""                "Demo"    
edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> >    "trackWithVertexRefSelectorBeforeSorting"   ""                "Demo"    
edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> >    "trackWithVertexRefSelectorBeforeSorting4D"   ""                "Demo"    
edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> >    "trackWithVertexRefSelectorBeforeSorting4DnoPID"   ""                "Demo"    
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "caloTowerForTrk"           ""                "Demo"    
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "towerMaker"                ""                "Demo"    
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "towerMakerWithHO"          ""                "Demo"    
edm::SortedCollection<EBSrFlag,edm::StrictWeakOrdering<EBSrFlag> >    "ecalDigis"                 ""                "Demo"    
edm::SortedCollection<EESrFlag,edm::StrictWeakOrdering<EESrFlag> >    "ecalDigis"                 ""                "Demo"    
edm::SortedCollection<ESDCCHeaderBlock,edm::StrictWeakOrdering<ESDCCHeaderBlock> >    "ecalPreshowerDigis"        ""                "Demo"    
edm::SortedCollection<ESKCHIPBlock,edm::StrictWeakOrdering<ESKCHIPBlock> >    "ecalPreshowerDigis"        ""                "Demo"    
edm::SortedCollection<EcalDCCHeaderBlock,edm::StrictWeakOrdering<EcalDCCHeaderBlock> >    "ecalDigis"                 ""                "Demo"    
edm::SortedCollection<EcalPnDiodeDigi,edm::StrictWeakOrdering<EcalPnDiodeDigi> >    "ecalDigis"                 ""                "Demo"    
edm::SortedCollection<EcalPseudoStripInputDigi,edm::StrictWeakOrdering<EcalPseudoStripInputDigi> >    "ecalDigis"                 "EcalPseudoStripInputs"   "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalDetailedTimeRecHit"    "EcalRecHitsEB"   "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEB"   "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalDetailedTimeRecHit"    "EcalRecHitsEE"   "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEE"   "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalPreshowerRecHit"       "EcalRecHitsES"   "Demo"    
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "caloLayer1Digis"           ""                "Demo"    
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "ecalTPSkim"                ""                "Demo"    
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "ecalDigis"                 "EcalTriggerPrimitives"   "Demo"    
edm::SortedCollection<EcalUncalibratedRecHit,edm::StrictWeakOrdering<EcalUncalibratedRecHit> >    "ecalMultiFitUncalibRecHit"   "EcalUncalibRecHitsEB"   "Demo"    
edm::SortedCollection<EcalUncalibratedRecHit,edm::StrictWeakOrdering<EcalUncalibratedRecHit> >    "ecalMultiFitUncalibRecHit"   "EcalUncalibRecHitsEE"   "Demo"    
edm::SortedCollection<FTLRecHit,edm::StrictWeakOrdering<FTLRecHit> >    "mtdRecHits"                "FTLBarrel"       "Demo"    
edm::SortedCollection<FTLRecHit,edm::StrictWeakOrdering<FTLRecHit> >    "mtdRecHits"                "FTLEndcap"       "Demo"    
edm::SortedCollection<FTLUncalibratedRecHit,edm::StrictWeakOrdering<FTLUncalibratedRecHit> >    "mtdUncalibratedRecHits"    "FTLBarrel"       "Demo"    
edm::SortedCollection<FTLUncalibratedRecHit,edm::StrictWeakOrdering<FTLUncalibratedRecHit> >    "mtdUncalibratedRecHits"    "FTLEndcap"       "Demo"    
edm::SortedCollection<HBHEDataFrame,edm::StrictWeakOrdering<HBHEDataFrame> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "hbhereco"                  ""                "Demo"    
edm::SortedCollection<HFDataFrame,edm::StrictWeakOrdering<HFDataFrame> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<HFPreRecHit,edm::StrictWeakOrdering<HFPreRecHit> >    "hfprereco"                 ""                "Demo"    
edm::SortedCollection<HFRecHit,edm::StrictWeakOrdering<HFRecHit> >    "hfreco"                    ""                "Demo"    
edm::SortedCollection<HGCDataFrame<DetId,HGCSample>,edm::StrictWeakOrdering<HGCDataFrame<DetId,HGCSample> > >    "hgcalDigis"                "EE"              "Demo"    
edm::SortedCollection<HGCDataFrame<DetId,HGCSample>,edm::StrictWeakOrdering<HGCDataFrame<DetId,HGCSample> > >    "hgcalDigis"                "HEback"          "Demo"    
edm::SortedCollection<HGCDataFrame<DetId,HGCSample>,edm::StrictWeakOrdering<HGCDataFrame<DetId,HGCSample> > >    "hgcalDigis"                "HEfront"         "Demo"    
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCEERecHits"    "Demo"    
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCHEBRecHits"   "Demo"    
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCHEFRecHits"   "Demo"    
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCHFNoseRecHits"   "Demo"    
edm::SortedCollection<HGCUncalibratedRecHit,edm::StrictWeakOrdering<HGCUncalibratedRecHit> >    "HGCalUncalibRecHit"        "HGCEEUncalibRecHits"   "Demo"    
edm::SortedCollection<HGCUncalibratedRecHit,edm::StrictWeakOrdering<HGCUncalibratedRecHit> >    "HGCalUncalibRecHit"        "HGCHEBUncalibRecHits"   "Demo"    
edm::SortedCollection<HGCUncalibratedRecHit,edm::StrictWeakOrdering<HGCUncalibratedRecHit> >    "HGCalUncalibRecHit"        "HGCHEFUncalibRecHits"   "Demo"    
edm::SortedCollection<HGCUncalibratedRecHit,edm::StrictWeakOrdering<HGCUncalibratedRecHit> >    "HGCalUncalibRecHit"        "HGCHFNoseUncalibRecHits"   "Demo"    
edm::SortedCollection<HODataFrame,edm::StrictWeakOrdering<HODataFrame> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<HORecHit,edm::StrictWeakOrdering<HORecHit> >    "horeco"                    ""                "Demo"    
edm::SortedCollection<HOTriggerPrimitiveDigi,edm::StrictWeakOrdering<HOTriggerPrimitiveDigi> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<HcalCalibDataFrame,edm::StrictWeakOrdering<HcalCalibDataFrame> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<HcalTTPDigi,edm::StrictWeakOrdering<HcalTTPDigi> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<HcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<HcalTriggerPrimitiveDigi> >    "caloLayer1Digis"           ""                "Demo"    
edm::SortedCollection<HcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<HcalTriggerPrimitiveDigi> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<ZDCDataFrame,edm::StrictWeakOrdering<ZDCDataFrame> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<ZDCRecHit,edm::StrictWeakOrdering<ZDCRecHit> >    "zdcreco"                   ""                "Demo"    
edm::TriggerResults                   "TriggerResults"            ""                "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationEBEE"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterHGCal"   "PFClusterAssociationEBEE"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterHGCalFromMultiCl"   "PFClusterAssociationEBEE"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterHGCalFromTICL"   "PFClusterAssociationEBEE"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationES"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterHGCal"   "PFClusterAssociationES"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterHGCalFromMultiCl"   "PFClusterAssociationES"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterHGCalFromTICL"   "PFClusterAssociationES"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "conversionTrackCandidates"   "inOutTrackCandidateSCAssociationCollection"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "ckfInOutTracksFromConversions"   "inOutTrackSCAssociationCollection"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "conversionTrackCandidates"   "outInTrackCandidateSCAssociationCollection"   "Demo"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "ckfOutInTracksFromConversions"   "outInTrackSCAssociationCollection"   "Demo"    
edm::ValueMap<edm::Ref<vector<reco::PreId>,reco::PreId,edm::refhelper::FindUsingAdvance<vector<reco::PreId>,reco::PreId> > >    "trackerDrivenElectronSeeds"   "preid"           "Demo"    
edm::ValueMap<float>                  "firstStepPrimaryVertices"   ""                "Demo"    
edm::ValueMap<float>                  "offlinePrimaryVertices"    ""                "Demo"    
edm::ValueMap<float>                  "offlinePrimaryVertices4D"   ""                "Demo"    
edm::ValueMap<float>                  "offlinePrimaryVertices4DWithBS"   ""                "Demo"    
edm::ValueMap<float>                  "offlinePrimaryVertices4DnoPID"   ""                "Demo"    
edm::ValueMap<float>                  "offlinePrimaryVertices4DnoPIDWithBS"   ""                "Demo"    
edm::ValueMap<float>                  "offlinePrimaryVerticesWithBS"   ""                "Demo"    
edm::ValueMap<float>                  "convStepSelector"          "MVAVals"         "Demo"    
edm::ValueMap<float>                  "conversionStepTracks"      "MVAVals"         "Demo"    
edm::ValueMap<float>                  "detachedQuadStep"          "MVAVals"         "Demo"    
edm::ValueMap<float>                  "detachedQuadStepSelector"   "MVAVals"         "Demo"    
edm::ValueMap<float>                  "earlyGeneralTracks"        "MVAVals"         "Demo"    
edm::ValueMap<float>                  "highPtTripletStepSelector"   "MVAVals"         "Demo"    
edm::ValueMap<float>                  "initialStepSelector"       "MVAVals"         "Demo"    
edm::ValueMap<float>                  "lowPtQuadStepSelector"     "MVAVals"         "Demo"    
edm::ValueMap<float>                  "lowPtTripletStepSelector"   "MVAVals"         "Demo"    
